"","iso3c","date","country","Population, female (% of total population)","Population, male (% of total population)","region","income_level","longitude","latitude"
"1218","TON","2021","Tonga",49.9377101696344,50.0622898303656,"East Asia & Pacific","Upper middle income",-175.216,-21.136
"1219","TTO","2015","Trinidad and Tobago",50.5435908962208,49.4564091037792,"Latin America & Caribbean","High income",-61.4789,10.6596
"1220","TTO","2016","Trinidad and Tobago",50.5585588463105,49.4414411536895,"Latin America & Caribbean","High income",-61.4789,10.6596
"1221","TTO","2017","Trinidad and Tobago",50.5743248125081,49.4256751874919,"Latin America & Caribbean","High income",-61.4789,10.6596
"1222","TTO","2018","Trinidad and Tobago",50.591326633766,49.408673366234,"Latin America & Caribbean","High income",-61.4789,10.6596
"1223","TTO","2019","Trinidad and Tobago",50.6095117525909,49.3904882474091,"Latin America & Caribbean","High income",-61.4789,10.6596
"1224","TTO","2020","Trinidad and Tobago",50.6286928604757,49.3713071395243,"Latin America & Caribbean","High income",-61.4789,10.6596
"1225","TTO","2021","Trinidad and Tobago",50.6496486325099,49.3503513674901,"Latin America & Caribbean","High income",-61.4789,10.6596
"1226","TUN","2015","Tunisia",50.4324661172486,49.5675338827514,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1227","TUN","2016","Tunisia",50.4498430724432,49.5501569275568,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1228","TUN","2017","Tunisia",50.449269939628,49.550730060372,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1229","TUN","2018","Tunisia",50.4371518597642,49.5628481402358,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1230","TUN","2019","Tunisia",50.4222460715395,49.5777539284605,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1231","TUN","2020","Tunisia",50.4108517594866,49.5891482405134,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1232","TUN","2021","Tunisia",50.4043729416902,49.5956270583098,"Middle East & North Africa","Lower middle income",10.21,36.7899
"1240","TZA","2015","Tanzania",50.0877596831771,49.9122403168229,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1241","TZA","2016","Tanzania",50.0771161037188,49.9228838962812,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1242","TZA","2017","Tanzania",50.0644937385595,49.9355062614405,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1243","TZA","2018","Tanzania",50.0510109095796,49.9489890904204,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1244","TZA","2019","Tanzania",50.0381162387452,49.9618837612548,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1245","TZA","2020","Tanzania",50.0267828087063,49.9732171912937,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1246","TZA","2021","Tanzania",50.0171207600427,49.9828792399573,"Sub-Saharan Africa","Lower middle income",35.7382,-6.17486
"1247","UGA","2015","Uganda",50.8816522145575,49.1183477854425,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1248","UGA","2016","Uganda",50.8503897420509,49.1496102579491,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1249","UGA","2017","Uganda",50.8140630940801,49.1859369059199,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1250","UGA","2018","Uganda",50.7760788964281,49.2239211035719,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1251","UGA","2019","Uganda",50.7400735407809,49.2599264592191,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1252","UGA","2020","Uganda",50.7081414923154,49.2918585076846,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1253","UGA","2021","Uganda",50.6807692029373,49.3192307970627,"Sub-Saharan Africa","Low income",32.5729,0.314269
"1254","UKR","2015","Ukraine",53.737294875013,46.262705124987,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1255","UKR","2016","Ukraine",53.7161221341786,46.2838778658214,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1256","UKR","2017","Ukraine",53.6999276294477,46.3000723705523,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1257","UKR","2018","Ukraine",53.687750696908,46.312249303092,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1258","UKR","2019","Ukraine",53.6773460656577,46.3226539343423,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1259","UKR","2020","Ukraine",53.6670332865739,46.3329667134261,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1260","UKR","2021","Ukraine",53.6570122379777,46.3429877620223,"Europe & Central Asia","Lower middle income",30.5038,50.4536
"1261","URY","2015","Uruguay",51.7682963107116,48.2317036892884,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1262","URY","2016","Uruguay",51.7542074080521,48.2457925919479,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1263","URY","2017","Uruguay",51.7383960228653,48.2616039771347,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1264","URY","2018","Uruguay",51.7215426942936,48.2784573057064,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1265","URY","2019","Uruguay",51.7036707936001,48.2963292063999,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1266","URY","2020","Uruguay",51.6848618213233,48.3151381786767,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1267","URY","2021","Uruguay",51.6654653799892,48.3345346200108,"Latin America & Caribbean","High income",-56.0675,-34.8941
"1268","USA","2015","United States",50.5382211684035,49.4617788315964,"North America","High income",-77.032,38.8895
"1269","USA","2016","United States",50.5293128025686,49.4706871974314,"North America","High income",-77.032,38.8895
"1270","USA","2017","United States",50.5233822743544,49.4766177256456,"North America","High income",-77.032,38.8895
"1271","USA","2018","United States",50.5200146539124,49.4799853460876,"North America","High income",-77.032,38.8895
"1272","USA","2019","United States",50.5184872077992,49.4815127922008,"North America","High income",-77.032,38.8895
"1273","USA","2020","United States",50.5182156443601,49.4817843556399,"North America","High income",-77.032,38.8895
"1274","USA","2021","United States",50.5190831340968,49.4809168659032,"North America","High income",-77.032,38.8895
"1275","UZB","2015","Uzbekistan",50.1873450753706,49.8126549246294,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1276","UZB","2016","Uzbekistan",50.1702974385684,49.8297025614316,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1277","UZB","2017","Uzbekistan",50.1533177299689,49.8466822700311,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1278","UZB","2018","Uzbekistan",50.137358915283,49.862641084717,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1279","UZB","2019","Uzbekistan",50.123527536394,49.876472463606,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1280","UZB","2020","Uzbekistan",50.1125856044538,49.8874143955462,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1281","UZB","2021","Uzbekistan",50.1047022219773,49.8952977780227,"Europe & Central Asia","Lower middle income",69.269,41.3052
"1282","VCT","2015","St. Vincent and the Grenadines",49.0713336693087,50.9286663306913,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1283","VCT","2016","St. Vincent and the Grenadines",49.1088638585144,50.8911361414856,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1284","VCT","2017","St. Vincent and the Grenadines",49.1550270427768,50.8449729572232,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1285","VCT","2018","St. Vincent and the Grenadines",49.2087832320116,50.7912167679884,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1286","VCT","2019","St. Vincent and the Grenadines",49.2761748031069,50.7238251968931,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1287","VCT","2020","St. Vincent and the Grenadines",49.3289588722543,50.6710411277457,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1288","VCT","2021","St. Vincent and the Grenadines",49.383925441947,50.616074558053,"Latin America & Caribbean","Upper middle income",-61.2653,13.2035
"1289","VEN","2015","Venezuela, RB",50.2915364814777,49.7084635185223,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1290","VEN","2016","Venezuela, RB",50.3849671415759,49.6150328584241,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1291","VEN","2017","Venezuela, RB",50.5040527193624,49.4959472806376,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1292","VEN","2018","Venezuela, RB",50.6332598022849,49.3667401977151,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1293","VEN","2019","Venezuela, RB",50.745854171029,49.254145828971,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1294","VEN","2020","Venezuela, RB",50.819524430753,49.180475569247,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1295","VEN","2021","Venezuela, RB",50.8436368128462,49.1563631871538,"Latin America & Caribbean","Upper middle income",-69.8371,9.08165
"1296","VIR","2015","Virgin Islands (U.S.)",52.3468318246784,47.6531681753216,"Latin America & Caribbean","High income",-64.8963,18.3358
"1297","VIR","2016","Virgin Islands (U.S.)",52.3729120758569,47.6270879241431,"Latin America & Caribbean","High income",-64.8963,18.3358
"1298","VIR","2017","Virgin Islands (U.S.)",52.4082295097618,47.5917704902382,"Latin America & Caribbean","High income",-64.8963,18.3358
"1299","VIR","2018","Virgin Islands (U.S.)",52.437136961174,47.562863038826,"Latin America & Caribbean","High income",-64.8963,18.3358
"1300","VIR","2019","Virgin Islands (U.S.)",52.4722936727259,47.5277063272741,"Latin America & Caribbean","High income",-64.8963,18.3358
"1301","VIR","2020","Virgin Islands (U.S.)",52.4999281767427,47.5000718232573,"Latin America & Caribbean","High income",-64.8963,18.3358
"1302","VIR","2021","Virgin Islands (U.S.)",52.5264349728454,47.4735650271546,"Latin America & Caribbean","High income",-64.8963,18.3358
"1303","VNM","2015","Vietnam",50.1522220995262,49.8477779004738,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1304","VNM","2016","Vietnam",50.1323632253524,49.8676367746476,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1305","VNM","2017","Vietnam",50.1134310471864,49.8865689528136,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1306","VNM","2018","Vietnam",50.0964096241893,49.9035903758107,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1307","VNM","2019","Vietnam",50.0826251899865,49.9173748100135,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1308","VNM","2020","Vietnam",50.0729797967164,49.9270202032836,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1309","VNM","2021","Vietnam",50.0676594604179,49.9323405395821,"East Asia & Pacific","Lower middle income",105.825,21.0069
"1310","VUT","2015","Vanuatu",49.2590215691481,50.7409784308518,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1311","VUT","2016","Vanuatu",49.2663279751083,50.7336720248917,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1312","VUT","2017","Vanuatu",49.2772303931012,50.7227696068988,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1313","VUT","2018","Vanuatu",49.2888015717092,50.7111984282908,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1314","VUT","2019","Vanuatu",49.3007249518144,50.6992750481856,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1315","VUT","2020","Vanuatu",49.3114113625265,50.6885886374736,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1316","VUT","2021","Vanuatu",49.3242469726264,50.6757530273736,"East Asia & Pacific","Lower middle income",168.321,-17.7404
"1317","WSM","2015","Samoa",48.3039636194512,51.6960363805488,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1318","WSM","2016","Samoa",48.2851855659504,51.7148144340496,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1319","WSM","2017","Samoa",48.2688192958568,51.7311807041432,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1320","WSM","2018","Samoa",48.2562408223201,51.7437591776799,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1321","WSM","2019","Samoa",48.2457520053985,51.7542479946015,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1322","WSM","2020","Samoa",48.2369840229827,51.7630159770173,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1323","WSM","2021","Samoa",48.2297745623151,51.7702254376849,"East Asia & Pacific","Upper middle income",-171.752,-13.8314
"1324","YEM","2015","Yemen, Rep.",49.5952298978171,50.4047701021829,"Middle East & North Africa","Low income",44.2075,15.352
"1325","YEM","2016","Yemen, Rep.",49.5995209106526,50.4004790893474,"Middle East & North Africa","Low income",44.2075,15.352
"1326","YEM","2017","Yemen, Rep.",49.6051940140711,50.3948059859289,"Middle East & North Africa","Low income",44.2075,15.352
"1327","YEM","2018","Yemen, Rep.",49.6116574930849,50.3883425069152,"Middle East & North Africa","Low income",44.2075,15.352
"1328","YEM","2019","Yemen, Rep.",49.6182590434197,50.3817409565803,"Middle East & North Africa","Low income",44.2075,15.352
"1329","YEM","2020","Yemen, Rep.",49.6244849454677,50.3755150545324,"Middle East & North Africa","Low income",44.2075,15.352
"1330","YEM","2021","Yemen, Rep.",49.6302914478112,50.3697085521888,"Middle East & North Africa","Low income",44.2075,15.352
"1331","ZAF","2015","South Africa",50.64308331893,49.35691668107,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1332","ZAF","2016","South Africa",50.6549135332097,49.3450864667903,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1333","ZAF","2017","South Africa",50.6725840637332,49.3274159362668,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1334","ZAF","2018","South Africa",50.6941503848595,49.3058496151405,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1335","ZAF","2019","South Africa",50.7169465926989,49.2830534073011,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1336","ZAF","2020","South Africa",50.7390704465062,49.2609295534938,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1337","ZAF","2021","South Africa",50.7600446860561,49.2399553139439,"Sub-Saharan Africa","Upper middle income",28.1871,-25.746
"1338","ZMB","2015","Zambia",50.5196301868399,49.4803698131601,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1339","ZMB","2016","Zambia",50.5069927495114,49.4930072504886,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1340","ZMB","2017","Zambia",50.4986706703989,49.5013293296011,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1341","ZMB","2018","Zambia",50.49320776034,49.50679223966,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1342","ZMB","2019","Zambia",50.4887902906405,49.5112097093595,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1343","ZMB","2020","Zambia",50.4839654751132,49.5160345248868,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1344","ZMB","2021","Zambia",50.4787862281949,49.5212137718051,"Sub-Saharan Africa","Lower middle income",28.2937,-15.3982
"1345","ZWE","2015","Zimbabwe",52.4506100121885,47.5493899878115,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
"1346","ZWE","2016","Zimbabwe",52.4301837917233,47.5698162082767,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
"1347","ZWE","2017","Zimbabwe",52.3969594142534,47.6030405857466,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
"1348","ZWE","2018","Zimbabwe",52.3567520651976,47.6432479348024,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
"1349","ZWE","2019","Zimbabwe",52.3173269992714,47.6826730007286,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
"1350","ZWE","2020","Zimbabwe",52.2838940136085,47.7161059863915,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
"1351","ZWE","2021","Zimbabwe",52.2584855419409,47.7415144580591,"Sub-Saharan Africa","Lower middle income",31.0672,-17.8312
